Sequential Scan - Query 162: id=128663, x=30.75, y=110.76
Best First - Query 162: id=128663, x=30.75, y=110.76
Divide and Conquer - Query 162: id=128663, x=30.75, y=110.76
Sequential Scan - Query 163: id=57160, x=79.10, y=131.89
Best First - Query 163: id=57160, x=79.10, y=131.89
Divide and Conquer - Query 163: id=57160, x=79.10, y=131.89
Sequential Scan - Query 164: id=70694, x=80.08, y=80.58
Best First - Query 164: id=70694, x=80.08, y=80.58
Divide and Conquer - Query 164: id=70694, x=80.08, y=80.58
Sequential Scan - Query 165: id=28087, x=56.32, y=94.66
Best First - Query 165: id=28087, x=56.32, y=94.66
Divide and Conquer - Query 165: id=28087, x=56.32, y=94.66
Sequential Scan - Query 166: id=81355, x=4.70, y=92.10
Best First - Query 166: id=81355, x=4.70, y=92.10
Divide and Conquer - Query 166: id=81355, x=4.70, y=92.10
Sequential Scan - Query 167: id=88413, x=16.42, y=83.45
Best First - Query 167: id=88413, x=16.42, y=83.45
Divide and Conquer - Query 167: id=88413, x=16.42, y=83.45
Sequential Scan - Query 168: id=143779, x=59.78, y=146.14
Best First - Query 168: id=143779, x=59.78, y=146.14
Divide and Conquer - Query 168: id=143779, x=59.78, y=146.14
Sequential Scan - Query 169: id=14316, x=4.19, y=139.18
Best First - Query 169: id=14316, x=4.19, y=139.18
Divide and Conquer - Query 169: id=14316, x=4.19, y=139.18
Sequential Scan - Query 170: id=128192, x=65.21, y=116.60
Best First - Query 170: id=128192, x=65.21, y=116.60
Divide and Conquer - Query 170: id=128192, x=65.21, y=116.60
Sequential Scan - Query 171: id=70668, x=87.14, y=129.01
Best First - Query 171: id=70668, x=87.14, y=129.01
Divide and Conquer - Query 171: id=70668, x=87.14, y=129.01
Sequential Scan - Query 172: id=36752, x=18.65, y=147.20
Best First - Query 172: id=36752, x=18.65, y=147.20
Divide and Conquer - Query 172: id=36752, x=18.65, y=147.20
Sequential Scan - Query 173: id=1643, x=32.55, y=123.77
Best First - Query 173: id=1643, x=32.55, y=123.77
Divide and Conquer - Query 173: id=1643, x=32.55, y=123.77
Sequential Scan - Query 174: id=18118, x=88.06, y=89.51
Best First - Query 174: id=18118, x=88.06, y=89.51
Divide and Conquer - Query 174: id=18118, x=88.06, y=89.51
Sequential Scan - Query 175: id=97478, x=27.54, y=149.31
Best First - Query 175: id=97478, x=27.54, y=149.31
Divide and Conquer - Query 175: id=97478, x=27.54, y=149.31
Sequential Scan - Query 176: id=22900, x=58.54, y=117.98
Best First - Query 176: id=22900, x=58.54, y=117.98
Divide and Conquer - Query 176: id=22900, x=58.54, y=117.98
Sequential Scan - Query 177: id=47681, x=80.73, y=153.85
Best First - Query 177: id=47681, x=80.73, y=153.85
Divide and Conquer - Query 177: id=47681, x=80.73, y=153.85
Sequential Scan - Query 178: id=58184, x=49.88, y=88.59
Best First - Query 178: id=58184, x=49.88, y=88.59
Divide and Conquer - Query 178: id=58184, x=49.88, y=88.59
Sequential Scan - Query 179: id=13143, x=27.19, y=111.32
Best First - Query 179: id=13143, x=27.19, y=111.32
Divide and Conquer - Query 179: id=13143, x=27.19, y=111.32
Sequential Scan - Query 180: id=118678, x=81.93, y=159.60
Best First - Query 180: id=118678, x=81.93, y=159.60
Divide and Conquer - Query 180: id=118678, x=81.93, y=159.60
Sequential Scan - Query 181: id=53985, x=45.43, y=125.90
Best First - Query 181: id=53985, x=45.43, y=125.90
Divide and Conquer - Query 181: id=53985, x=45.43, y=125.90
Sequential Scan - Query 182: id=121437, x=2.86, y=87.71
Best First - Query 182: id=121437, x=2.86, y=87.71
Divide and Conquer - Query 182: id=121437, x=2.86, y=87.71
Sequential Scan - Query 183: id=147221, x=17.37, y=114.02
Best First - Query 183: id=147221, x=17.37, y=114.02
Divide and Conquer - Query 183: id=147221, x=17.37, y=114.02
Sequential Scan - Query 184: id=83504, x=31.79, y=116.14
Best First - Query 184: id=83504, x=31.79, y=116.14
Divide and Conquer - Query 184: id=83504, x=31.79, y=116.14
Sequential Scan - Query 185: id=132434, x=30.78, y=100.19
Best First - Query 185: id=132434, x=30.78, y=100.19
Divide and Conquer - Query 185: id=132434, x=30.78, y=100.19
Sequential Scan - Query 186: id=139177, x=58.56, y=143.25
Best First - Query 186: id=139177, x=58.56, y=143.25
Divide and Conquer - Query 186: id=139177, x=58.56, y=143.25
Sequential Scan - Query 187: id=120664, x=35.72, y=156.85
Best First - Query 187: id=120664, x=35.72, y=156.85
Divide and Conquer - Query 187: id=120664, x=35.72, y=156.85
Sequential Scan - Query 188: id=140958, x=88.08, y=107.55
Best First - Query 188: id=140958, x=88.08, y=107.55
Divide and Conquer - Query 188: id=140958, x=88.08, y=107.55
Sequential Scan - Query 189: id=33437, x=36.81, y=134.62
Best First - Query 189: id=33437, x=36.81, y=134.62
Divide and Conquer - Query 189: id=33437, x=36.81, y=134.62
Sequential Scan - Query 190: id=37782, x=21.45, y=110.68
Best First - Query 190: id=37782, x=21.45, y=110.68
Divide and Conquer - Query 190: id=37782, x=21.45, y=110.68
Sequential Scan - Query 191: id=4236, x=33.82, y=92.75
Best First - Query 191: id=4236, x=33.82, y=92.75
Divide and Conquer - Query 191: id=4236, x=33.82, y=92.75
Sequential Scan - Query 192: id=95886, x=31.03, y=125.90
Best First - Query 192: id=95886, x=31.03, y=125.90
Divide and Conquer - Query 192: id=95886, x=31.03, y=125.90
Sequential Scan - Query 193: id=121946, x=34.38, y=102.97
Best First - Query 193: id=121946, x=34.38, y=102.97
Divide and Conquer - Query 193: id=121946, x=34.38, y=102.97
Sequential Scan - Query 194: id=78489, x=40.80, y=120.28
Best First - Query 194: id=78489, x=40.80, y=120.28
Divide and Conquer - Query 194: id=78489, x=40.80, y=120.28
Sequential Scan - Query 195: id=127735, x=66.89, y=83.45
Best First - Query 195: id=127735, x=66.89, y=83.45
Divide and Conquer - Query 195: id=127735, x=66.89, y=83.45
Sequential Scan - Query 196: id=113040, x=28.15, y=151.61
Best First - Query 196: id=113040, x=28.15, y=151.61
Divide and Conquer - Query 196: id=113040, x=28.15, y=151.61
Sequential Scan - Query 197: id=15774, x=29.58, y=82.75
Best First - Query 197: id=15774, x=29.58, y=82.75
Divide and Conquer - Query 197: id=15774, x=29.58, y=82.75
Sequential Scan - Query 198: id=42040, x=10.01, y=93.67
Best First - Query 198: id=42040, x=10.01, y=93.67
Divide and Conquer - Query 198: id=42040, x=10.01, y=93.67
Sequential Scan - Query 199: id=50824, x=16.51, y=152.72
Best First - Query 199: id=50824, x=16.51, y=152.72
Divide and Conquer - Query 199: id=50824, x=16.51, y=152.72
Sequential Scan - Query 200: id=128803, x=42.12, y=137.17
Best First - Query 200: id=128803, x=42.12, y=137.17
Divide and Conquer - Query 200: id=128803, x=42.12, y=137.17

Total running time (Sequential Scan): 7.177494 seconds, Average time: 0.035887 seconds
Total running time (Best First): 30.607147 seconds, Average time: 0.153036 seconds
Total running time (Divide and Conquer): 28.899093 seconds, Average time: 0.144495 seconds
